Latitude,Longitude,Rx(dB),Best unit
-2.60069,-44.28756,5.40000,"0"
-2.60069,-44.28396,3.30000,"0"
-2.60069,-44.28036,20.60000,"0"
-2.60069,-44.27676,5.90000,"0"
-2.60069,-44.27317,9.90000,"0"
-2.60069,-44.26957,19.90000,"2"
-2.60069,-44.26597,12.70000,"2"
-2.60069,-44.26237,18.40000,"2"
-2.60069,-44.25878,13.30000,"0"
-2.60069,-44.25518,23.90000,"2"
-2.60069,-44.25158,26.40000,"2"
-2.60069,-44.24798,29.20000,"2"
-2.60069,-44.24439,35.50000,"2"
-2.60069,-44.24079,45.30000,"2"
-2.60069,-44.23719,48.60000,"2"
-2.60069,-44.23359,38.40000,"2"
-2.60069,-44.23000,32.20000,"2"
-2.60069,-44.22640,33.80000,"2"
-2.60069,-44.22280,29.50000,"0"
-2.60069,-44.21920,24.10000,"0"
-2.60069,-44.21561,22.90000,"0"
-2.60069,-44.21201,19.10000,"0"
-2.60069,-44.20841,19.90000,"0"
-2.60069,-44.20481,21.00000,"0"
-2.60069,-44.20122,21.00000,"2"
-2.60069,-44.19762,19.80000,"2"
-2.60069,-44.19402,14.20000,"0"
-2.60069,-44.19043,14.40000,"0"
-2.60069,-44.18683,14.70000,"0"
-2.60069,-44.18322,11.90000,"0"
-2.60069,-44.17963,9.50000,"0"
-2.60069,-44.17603,5.40000,"0"
-2.60069,-44.17244,4.00000,"0"
-2.60069,-44.16884,3.60000,"0"
-2.60069,-44.16524,4.60000,"0"
-2.60428,-44.35231,19.60000,"3"
-2.60428,-44.34871,30.10000,"3"
-2.60428,-44.34512,33.80000,"3"
-2.60428,-44.34151,21.80000,"3"
-2.60428,-44.33792,21.30000,"3"
-2.60428,-44.33432,16.30000,"3"
-2.60428,-44.33073,27.70000,"3"
-2.60428,-44.32713,36.40000,"3"
-2.60428,-44.32353,36.50000,"3"
-2.60428,-44.31993,35.60000,"3"
-2.60428,-44.31634,33.90000,"3"
-2.60428,-44.31274,26.90000,"3"
-2.60428,-44.30914,21.20000,"3"
-2.60428,-44.30555,9.80000,"0"
-2.60428,-44.30194,12.60000,"3"
-2.60428,-44.29835,17.20000,"3"
-2.60428,-44.29475,16.60000,"3"
-2.60428,-44.29115,23.20000,"0"
-2.60428,-44.28756,14.70000,"0"
-2.60428,-44.28396,2.10000,"0"
-2.60428,-44.28036,16.80000,"0"
-2.60428,-44.27676,10.90000,"0"
-2.60428,-44.27317,7.10000,"0"
-2.60428,-44.26957,24.50000,"2"
-2.60428,-44.26597,21.60000,"2"
-2.60428,-44.26237,14.90000,"2"
-2.60428,-44.25877,20.40000,"2"
-2.60428,-44.25518,12.10000,"0"
-2.60428,-44.25158,27.50000,"2"
-2.60428,-44.24798,29.90000,"2"
-2.60428,-44.24438,21.80000,"0"
-2.60428,-44.24079,34.10000,"2"
-2.60428,-44.23719,43.80000,"2"
-2.60428,-44.23360,26.50000,"2"
-2.60428,-44.23000,29.50000,"2"
-2.60428,-44.22640,32.60000,"2"
-2.60428,-44.22280,23.90000,"2"
-2.60428,-44.21920,26.60000,"0"
-2.60428,-44.21561,17.20000,"0"
-2.60428,-44.21201,19.90000,"0"
-2.60428,-44.20841,20.90000,"0"
-2.60428,-44.20481,23.60000,"0"
-2.60428,-44.20122,24.00000,"0"
-2.60428,-44.19762,16.60000,"0"
-2.60428,-44.19402,10.60000,"0"
-2.60428,-44.19042,8.80000,"0"
-2.60428,-44.18682,11.40000,"0"
-2.60428,-44.18323,10.10000,"0"
-2.60428,-44.17963,7.80000,"0"
-2.60428,-44.17604,6.00000,"0"
-2.60428,-44.17244,7.00000,"0"
-2.60428,-44.16884,5.30000,"0"
-2.60428,-44.16524,2.90000,"0"
-2.60788,-44.35591,23.00000,"3"
-2.60788,-44.35231,5.00000,"3"
-2.60788,-44.34872,12.00000,"3"
-2.60788,-44.34512,17.40000,"3"
-2.60788,-44.34151,17.00000,"3"
-2.60788,-44.33792,27.60000,"3"
-2.60788,-44.33432,18.60000,"3"
-2.60788,-44.33073,17.50000,"3"
-2.60788,-44.32713,19.90000,"3"
-2.60788,-44.32353,31.30000,"3"
-2.60788,-44.31994,15.80000,"3"
-2.60788,-44.31633,21.40000,"3"
-2.60788,-44.31274,24.60000,"3"
-2.60788,-44.30914,11.70000,"0"
-2.60788,-44.30555,7.20000,"0"
-2.60788,-44.30195,11.40000,"3"
-2.60788,-44.29834,13.70000,"0"
-2.60788,-44.29475,13.20000,"0"
-2.60788,-44.29115,16.00000,"0"
-2.60788,-44.28756,11.30000,"0"
-2.60788,-44.28396,6.00000,"0"
-2.60788,-44.28036,16.30000,"0"
-2.60788,-44.27676,10.40000,"0"
-2.60788,-44.27317,6.10000,"0"
-2.60788,-44.26957,16.20000,"0"
-2.60788,-44.26597,16.60000,"0"
-2.60788,-44.26237,16.00000,"0"
-2.60788,-44.25877,28.60000,"2"
-2.60788,-44.25518,31.00000,"2"
-2.60788,-44.25158,31.60000,"2"
-2.60788,-44.24799,30.00000,"2"
-2.60788,-44.24439,19.30000,"2"
-2.60788,-44.24079,20.70000,"0"
-2.60788,-44.23719,27.70000,"2"
-2.60788,-44.23359,33.30000,"2"
-2.60788,-44.23000,30.20000,"2"
-2.60788,-44.22640,25.70000,"0"
-2.60788,-44.22280,31.10000,"2"
-2.60788,-44.21920,17.50000,"0"
-2.60788,-44.21561,23.70000,"0"
-2.60788,-44.21201,12.10000,"0"
-2.60788,-44.20841,26.00000,"0"
-2.60788,-44.20481,19.80000,"0"
-2.60788,-44.20122,15.40000,"0"
-2.60788,-44.19762,14.10000,"0"
-2.60788,-44.19402,7.40000,"0"
-2.60788,-44.19042,10.90000,"0"
-2.60788,-44.18683,10.80000,"0"
-2.60788,-44.18323,8.60000,"0"
-2.60788,-44.17963,6.90000,"0"
-2.60788,-44.17603,7.20000,"0"
-2.60788,-44.17244,2.50000,"0"
-2.60788,-44.16884,3.80000,"0"
-2.60788,-44.16524,2.40000,"0"
-2.61147,-44.35591,12.90000,"3"
-2.61147,-44.35231,12.30000,"3"
-2.61147,-44.34871,22.60000,"3"
-2.61147,-44.34512,15.50000,"3"
-2.61147,-44.34152,18.40000,"3"
-2.61147,-44.33792,15.70000,"3"
-2.61147,-44.33432,21.80000,"3"
-2.61147,-44.33073,20.30000,"3"
-2.61147,-44.32713,15.40000,"3"
-2.61147,-44.32353,18.60000,"3"
-2.61147,-44.31993,18.70000,"3"
-2.61147,-44.31634,13.30000,"3"
-2.61147,-44.31274,24.60000,"3"
-2.61147,-44.30914,6.50000,"0"
-2.61147,-44.30555,11.20000,"0"
-2.61147,-44.30195,13.20000,"0"
-2.61147,-44.29835,12.70000,"3"
-2.61147,-44.29475,15.00000,"3"
-2.61147,-44.29116,18.50000,"0"
-2.61147,-44.28756,13.60000,"3"
-2.61147,-44.28396,16.00000,"0"
-2.61147,-44.28036,14.10000,"0"
-2.61147,-44.27676,10.40000,"0"
-2.61147,-44.27317,8.10000,"0"
-2.61147,-44.26957,20.50000,"0"
-2.61147,-44.26597,12.00000,"0"
-2.61147,-44.26237,17.00000,"0"
-2.61147,-44.25877,22.70000,"0"
-2.61147,-44.25518,30.40000,"2"
-2.61147,-44.25158,28.50000,"2"
-2.61147,-44.24799,33.20000,"2"
-2.61147,-44.24438,27.50000,"2"
-2.61147,-44.24079,19.80000,"0"
-2.61147,-44.23719,34.10000,"2"
-2.61147,-44.23359,31.10000,"0"
-2.61147,-44.23000,22.10000,"0"
-2.61147,-44.22640,19.70000,"2"
-2.61147,-44.22280,27.10000,"0"
-2.61147,-44.21920,18.00000,"0"
-2.61147,-44.21561,12.80000,"0"
-2.61147,-44.21201,12.70000,"0"
-2.61147,-44.20841,13.20000,"0"
-2.61147,-44.20481,8.40000,"0"
-2.61147,-44.20122,16.30000,"0"
-2.61147,-44.19762,14.60000,"0"
-2.61147,-44.19402,8.80000,"0"
-2.61147,-44.19042,12.90000,"0"
-2.61147,-44.18683,12.90000,"0"
-2.61147,-44.18323,1.30000,"0"
-2.61147,-44.17963,5.10000,"0"
-2.61147,-44.17604,6.20000,"0"
-2.61147,-44.17244,6.70000,"0"
-2.61147,-44.16884,0.20000,"0"
-2.61147,-44.16525,7.20000,"0"
-2.61506,-44.35950,10.10000,"3"
-2.61506,-44.35591,20.50000,"3"
-2.61506,-44.35231,13.70000,"3"
-2.61506,-44.34872,9.30000,"0"
-2.61506,-44.34512,16.70000,"3"
-2.61506,-44.34152,15.50000,"3"
-2.61506,-44.33792,17.20000,"3"
-2.61506,-44.33432,22.80000,"3"
-2.61506,-44.33073,22.50000,"3"
-2.61506,-44.32713,15.80000,"0"
-2.61506,-44.32353,18.60000,"3"
-2.61506,-44.31993,25.80000,"3"
-2.61506,-44.31634,16.10000,"0"
-2.61506,-44.31274,13.40000,"0"
-2.61506,-44.30914,12.90000,"0"
-2.61506,-44.30555,10.80000,"0"
-2.61506,-44.30195,15.70000,"0"
-2.61506,-44.29835,12.60000,"0"
-2.61506,-44.29475,19.00000,"3"
-2.61506,-44.29115,17.20000,"3"
-2.61506,-44.28756,18.10000,"3"
-2.61506,-44.28396,4.50000,"0"
-2.61506,-44.28036,14.10000,"0"
-2.61506,-44.27676,10.40000,"0"
-2.61506,-44.27317,15.80000,"0"
-2.61506,-44.26957,13.20000,"0"
-2.61506,-44.26597,8.10000,"0"
-2.61506,-44.26237,14.70000,"0"
-2.61506,-44.25878,16.60000,"0"
-2.61506,-44.25518,23.40000,"0"
-2.61506,-44.25158,12.60000,"0"
-2.61506,-44.24799,11.80000,"0"
-2.61506,-44.24439,32.30000,"2"
-2.61506,-44.24079,31.40000,"2"
-2.61506,-44.23719,16.20000,"0"
-2.61506,-44.23360,18.40000,"0"
-2.61506,-44.23000,17.20000,"0"
-2.61506,-44.22640,32.20000,"0"
-2.61506,-44.22280,21.60000,"0"
-2.61506,-44.21920,12.20000,"0"
-2.61506,-44.21561,25.60000,"2"
-2.61506,-44.21201,27.60000,"0"
-2.61506,-44.20841,19.60000,"2"
-2.61506,-44.20481,20.00000,"2"
-2.61506,-44.20121,26.50000,"2"
-2.61506,-44.19762,11.20000,"0"
-2.61506,-44.19402,4.40000,"0"
-2.61506,-44.19042,11.20000,"0"
-2.61506,-44.18683,13.20000,"0"
-2.61506,-44.18323,4.40000,"0"
-2.61506,-44.17963,2.20000,"0"
-2.61506,-44.17604,4.50000,"0"
-2.61506,-44.17244,4.40000,"0"
-2.61506,-44.16884,0.60000,"0"
-2.61866,-44.35951,9.90000,"3"
-2.61866,-44.35591,9.10000,"3"
-2.61866,-44.35231,12.50000,"0"
-2.61866,-44.34872,6.90000,"3"
-2.61866,-44.34512,12.80000,"3"
-2.61866,-44.34152,7.90000,"0"
-2.61866,-44.33792,12.70000,"3"
-2.61866,-44.33432,9.90000,"0"
-2.61866,-44.33073,13.60000,"3"
-2.61866,-44.32713,18.20000,"0"
-2.61866,-44.32353,17.20000,"0"
-2.61866,-44.31993,11.60000,"0"
-2.61866,-44.31634,12.50000,"0"
-2.61866,-44.31274,14.10000,"3"
-2.61866,-44.30914,16.50000,"3"
-2.61866,-44.30554,19.30000,"3"
-2.61866,-44.30194,13.90000,"0"
-2.61866,-44.29835,5.20000,"0"
-2.61866,-44.29475,12.80000,"3"
-2.61866,-44.29115,18.60000,"3"
-2.61866,-44.28756,0.80000,"0"
-2.61866,-44.28396,9.70000,"0"
-2.61866,-44.28036,16.80000,"0"
-2.61866,-44.27676,12.10000,"0"
-2.61866,-44.27317,12.70000,"0"
-2.61866,-44.26957,10.20000,"0"
-2.61866,-44.26597,13.80000,"0"
-2.61866,-44.26237,10.50000,"0"
-2.61866,-44.25878,11.40000,"0"
-2.61866,-44.25518,17.40000,"0"
-2.61866,-44.25158,12.70000,"0"
-2.61866,-44.24798,29.60000,"2"
-2.61866,-44.24439,16.20000,"0"
-2.61866,-44.24079,32.90000,"2"
-2.61866,-44.23719,19.60000,"0"
-2.61866,-44.23360,13.00000,"0"
-2.61866,-44.23000,27.30000,"0"
-2.61866,-44.22640,24.90000,"0"
-2.61866,-44.22280,16.20000,"0"
-2.61866,-44.21921,17.90000,"2"
-2.61866,-44.21561,19.60000,"2"
-2.61866,-44.21201,27.60000,"0"
-2.61866,-44.20841,19.00000,"5"
-2.61866,-44.20481,23.10000,"0"
-2.61866,-44.20122,17.50000,"0"
-2.61866,-44.19762,16.40000,"0"
-2.61866,-44.19402,7.20000,"0"
-2.61866,-44.19043,6.40000,"0"
-2.61866,-44.18682,5.90000,"0"
-2.61866,-44.18323,9.20000,"0"
-2.61866,-44.17963,4.30000,"0"
-2.61866,-44.17603,9.40000,"0"
-2.61866,-44.17244,5.40000,"0"
-2.62225,-44.35951,8.60000,"3"
-2.62225,-44.35591,11.50000,"0"
-2.62225,-44.35231,15.50000,"3"
-2.62225,-44.34871,16.00000,"3"
-2.62225,-44.34512,22.70000,"3"
-2.62225,-44.34152,10.00000,"3"
-2.62225,-44.33792,9.10000,"0"
-2.62225,-44.33432,12.80000,"0"
-2.62225,-44.33073,10.60000,"0"
-2.62225,-44.32713,8.40000,"3"
-2.62225,-44.32353,17.30000,"0"
-2.62225,-44.31994,18.30000,"3"
-2.62225,-44.31634,11.90000,"0"
-2.62225,-44.31274,20.80000,"3"
-2.62225,-44.30914,16.20000,"3"
-2.62225,-44.30554,20.80000,"3"
-2.62225,-44.30195,12.30000,"0"
-2.62225,-44.29835,13.70000,"0"
-2.62225,-44.29475,6.40000,"0"
-2.62225,-44.29115,12.90000,"3"
-2.62225,-44.28756,16.60000,"0"
-2.62225,-44.28396,4.10000,"0"
-2.62225,-44.28036,15.10000,"0"
-2.62225,-44.27676,11.30000,"0"
-2.62225,-44.27316,11.90000,"0"
-2.62225,-44.26957,15.30000,"0"
-2.62225,-44.26597,17.90000,"0"
-2.62225,-44.26237,10.30000,"0"
-2.62225,-44.25878,21.80000,"0"
-2.62225,-44.25518,15.60000,"0"
-2.62225,-44.25158,13.90000,"0"
-2.62225,-44.24798,21.90000,"0"
-2.62225,-44.24438,22.60000,"0"
-2.62225,-44.24079,18.80000,"0"
-2.62225,-44.23719,20.60000,"0"
-2.62225,-44.23359,14.20000,"0"
-2.62225,-44.23000,20.30000,"5"
-2.62225,-44.22640,25.00000,"0"
-2.62225,-44.22280,29.80000,"2"
-2.62225,-44.21920,28.60000,"0"
-2.62225,-44.21561,21.90000,"5"
-2.62225,-44.21201,22.10000,"5"
-2.62225,-44.20841,19.20000,"5"
-2.62225,-44.20481,21.40000,"0"
-2.62225,-44.20122,16.60000,"0"
-2.62225,-44.19762,6.00000,"0"
-2.62225,-44.19402,6.70000,"0"
-2.62225,-44.19043,4.80000,"0"
-2.62225,-44.18683,6.90000,"0"
-2.62225,-44.18323,7.30000,"0"
-2.62225,-44.17963,4.50000,"0"
-2.62225,-44.17603,4.10000,"0"
-2.62225,-44.17244,5.10000,"0"
-2.62584,-44.35591,17.20000,"3"
-2.62584,-44.35231,13.80000,"0"
-2.62584,-44.34872,16.50000,"3"
-2.62584,-44.34512,1.70000,"0"
-2.62584,-44.34152,9.10000,"3"
-2.62584,-44.33792,9.20000,"3"
-2.62584,-44.33432,8.10000,"3"
-2.62584,-44.33073,9.00000,"3"
-2.62584,-44.32713,9.30000,"0"
-2.62584,-44.32353,7.90000,"0"
-2.62584,-44.31994,16.30000,"3"
-2.62584,-44.31634,14.30000,"3"
-2.62584,-44.31274,18.40000,"3"
-2.62584,-44.30914,20.70000,"3"
-2.62584,-44.30554,19.00000,"0"
-2.62584,-44.30195,7.70000,"0"
-2.62584,-44.29835,8.40000,"0"
-2.62584,-44.29475,7.40000,"0"
-2.62584,-44.29115,9.40000,"0"
-2.62584,-44.28756,12.10000,"0"
-2.62584,-44.28396,12.20000,"0"
-2.62584,-44.28036,13.80000,"0"
-2.62584,-44.27676,7.10000,"0"
-2.62584,-44.27316,10.20000,"0"
-2.62584,-44.26957,11.30000,"0"
-2.62584,-44.26597,17.80000,"0"
-2.62584,-44.26237,17.30000,"0"
-2.62584,-44.25877,18.80000,"0"
-2.62584,-44.25518,25.60000,"0"
-2.62584,-44.25158,11.80000,"0"
-2.62584,-44.24799,13.20000,"0"
-2.62584,-44.24438,24.60000,"2"
-2.62584,-44.24079,28.70000,"2"
-2.62584,-44.23719,24.00000,"0"
-2.62584,-44.23360,18.00000,"0"
-2.62584,-44.23000,20.60000,"0"
-2.62584,-44.22640,30.00000,"5"
-2.62584,-44.22280,29.30000,"0"
-2.62584,-44.21920,27.30000,"5"
-2.62584,-44.21561,26.40000,"5"
-2.62584,-44.21201,21.30000,"5"
-2.62584,-44.20841,16.40000,"0"
-2.62584,-44.20482,19.70000,"0"
-2.62584,-44.20122,26.60000,"0"
-2.62584,-44.19762,17.50000,"0"
-2.62584,-44.19402,9.60000,"0"
-2.62584,-44.19042,7.70000,"0"
-2.62584,-44.18683,5.70000,"0"
-2.62584,-44.18323,5.90000,"0"
-2.62584,-44.17963,5.00000,"0"
-2.62584,-44.17603,5.90000,"0"
-2.62944,-44.35591,6.60000,"0"
-2.62944,-44.35231,2.30000,"0"
-2.62944,-44.34872,14.70000,"0"
-2.62944,-44.34512,9.00000,"3"
-2.62944,-44.34152,10.00000,"3"
-2.62944,-44.33792,10.90000,"3"
-2.62944,-44.33432,4.70000,"0"
-2.62944,-44.33073,10.50000,"3"
-2.62944,-44.32713,18.20000,"0"
-2.62944,-44.32353,12.20000,"0"
-2.62944,-44.31993,12.60000,"3"
-2.62944,-44.31634,13.50000,"3"
-2.62944,-44.31274,16.70000,"3"
-2.62944,-44.30914,15.60000,"3"
-2.62944,-44.30554,12.20000,"0"
-2.62944,-44.30194,9.60000,"0"
-2.62944,-44.29835,7.70000,"0"
-2.62944,-44.29475,7.50000,"0"
-2.62944,-44.29115,12.40000,"0"
-2.62944,-44.28756,10.70000,"0"
-2.62944,-44.28396,9.60000,"0"
-2.62944,-44.28036,13.30000,"0"
-2.62944,-44.27676,8.60000,"0"
-2.62944,-44.27316,8.60000,"0"
-2.62944,-44.26957,9.50000,"0"
-2.62944,-44.26598,11.00000,"0"
-2.62944,-44.26237,15.00000,"0"
-2.62944,-44.25877,19.50000,"0"
-2.62944,-44.25518,19.10000,"0"
-2.62944,-44.25158,16.50000,"0"
-2.62944,-44.24798,9.50000,"0"
-2.62944,-44.24439,15.30000,"0"
-2.62944,-44.24079,30.50000,"0"
-2.62944,-44.23719,31.20000,"0"
-2.62944,-44.23359,33.40000,"5"
-2.62944,-44.23000,17.90000,"0"
-2.62944,-44.22640,29.60000,"5"
-2.62944,-44.22281,28.70000,"5"
-2.62944,-44.21921,25.50000,"5"
-2.62944,-44.21561,21.80000,"5"
-2.62944,-44.21201,16.70000,"0"
-2.62944,-44.20841,18.20000,"0"
-2.62944,-44.20482,12.60000,"0"
-2.62944,-44.20122,27.40000,"0"
-2.62944,-44.19762,21.60000,"5"
-2.62944,-44.19402,19.60000,"5"
-2.62944,-44.19043,15.10000,"0"
-2.62944,-44.18683,4.70000,"0"
-2.62944,-44.18323,8.50000,"0"
-2.62944,-44.17963,5.30000,"0"
-2.63303,-44.35591,4.10000,"0"
-2.63303,-44.35231,7.90000,"0"
-2.63303,-44.34872,3.90000,"0"
-2.63303,-44.34512,9.10000,"3"
-2.63303,-44.34152,1.60000,"0"
-2.63303,-44.33792,9.30000,"0"
-2.63303,-44.33432,11.60000,"3"
-2.63303,-44.33073,9.40000,"3"
-2.63303,-44.32713,9.60000,"0"
-2.63303,-44.32353,11.40000,"0"
-2.63303,-44.31993,10.00000,"0"
-2.63303,-44.31634,17.20000,"3"
-2.63303,-44.31274,14.10000,"3"
-2.63303,-44.30914,18.80000,"3"
-2.63303,-44.30554,13.80000,"0"
-2.63303,-44.30195,8.80000,"0"
-2.63303,-44.29835,8.70000,"0"
-2.63303,-44.29475,12.90000,"0"
-2.63303,-44.29116,12.90000,"0"
-2.63303,-44.28756,13.30000,"0"
-2.63303,-44.28396,11.30000,"0"
-2.63303,-44.28036,10.80000,"0"
-2.63303,-44.27676,10.80000,"0"
-2.63303,-44.27317,11.20000,"0"
-2.63303,-44.26957,10.00000,"0"
-2.63303,-44.26597,9.10000,"0"
-2.63303,-44.26237,12.90000,"0"
-2.63303,-44.25878,15.20000,"0"
-2.63303,-44.25518,17.80000,"0"
-2.63303,-44.25158,13.40000,"0"
-2.63303,-44.24799,23.40000,"5"
-2.63303,-44.24439,25.40000,"2"
-2.63303,-44.24079,26.30000,"5"
-2.63303,-44.23719,32.30000,"5"
-2.63303,-44.23359,32.30000,"5"
-2.63303,-44.23000,35.50000,"5"
-2.63303,-44.22640,28.00000,"0"
-2.63303,-44.22280,25.50000,"0"
-2.63303,-44.21920,26.70000,"5"
-2.63303,-44.21561,28.50000,"5"
-2.63303,-44.21201,19.20000,"0"
-2.63303,-44.20841,22.90000,"0"
-2.63303,-44.20481,19.80000,"5"
-2.63303,-44.20121,19.90000,"5"
-2.63303,-44.19762,19.80000,"5"
-2.63303,-44.19402,10.50000,"0"
-2.63303,-44.19042,9.20000,"0"
-2.63303,-44.18683,9.00000,"0"
-2.63303,-44.18322,9.70000,"0"
-2.63303,-44.17963,8.70000,"0"
-2.63663,-44.35231,5.40000,"0"
-2.63663,-44.34872,5.60000,"0"
-2.63663,-44.34512,9.50000,"3"
-2.63663,-44.34152,5.70000,"0"
-2.63663,-44.33792,9.00000,"3"
-2.63663,-44.33432,7.40000,"0"
-2.63663,-44.33073,16.50000,"0"
-2.63663,-44.32713,2.00000,"0"
-2.63663,-44.32353,6.40000,"0"
-2.63663,-44.31993,11.00000,"0"
-2.63663,-44.31634,16.90000,"0"
-2.63663,-44.31274,18.30000,"0"
-2.63663,-44.30914,17.20000,"0"
-2.63663,-44.30554,11.90000,"0"
-2.63663,-44.30194,6.20000,"0"
-2.63663,-44.29835,4.30000,"0"
-2.63663,-44.29475,6.90000,"0"
-2.63663,-44.29115,9.40000,"0"
-2.63663,-44.28755,10.20000,"0"
-2.63663,-44.28396,8.10000,"0"
-2.63663,-44.28036,10.80000,"0"
-2.63663,-44.27676,6.80000,"0"
-2.63663,-44.27317,13.00000,"0"
-2.63663,-44.26957,13.20000,"0"
-2.63663,-44.26597,19.00000,"0"
-2.63663,-44.26237,17.90000,"0"
-2.63663,-44.25878,9.80000,"0"
-2.63663,-44.25518,18.80000,"0"
-2.63663,-44.25158,29.80000,"5"
-2.63663,-44.24799,29.00000,"5"
-2.63663,-44.24438,34.60000,"5"
-2.63663,-44.24079,29.70000,"5"
-2.63663,-44.23719,29.00000,"5"
-2.63663,-44.23359,37.60000,"5"
-2.63663,-44.23000,38.30000,"5"
-2.63663,-44.22640,31.20000,"5"
-2.63663,-44.22280,27.70000,"0"
-2.63663,-44.21920,25.80000,"5"
-2.63663,-44.21561,27.60000,"5"
-2.63663,-44.21201,28.80000,"5"
-2.63663,-44.20841,24.90000,"5"
-2.63663,-44.20482,16.60000,"0"
-2.63663,-44.20122,18.60000,"0"
-2.63663,-44.19762,19.80000,"0"
-2.63663,-44.19402,20.70000,"0"
-2.63663,-44.19043,4.90000,"0"
-2.63663,-44.18683,4.70000,"0"
-2.63663,-44.18323,9.60000,"0"
-2.64022,-44.36310,5.30000,"0"
-2.64022,-44.35231,6.50000,"0"
-2.64022,-44.34871,11.40000,"3"
-2.64022,-44.34512,0.20000,"0"
-2.64022,-44.34152,7.10000,"0"
-2.64022,-44.33792,-0.80000,"0"
-2.64022,-44.33432,7.30000,"3"
-2.64022,-44.33073,0.90000,"0"
-2.64022,-44.32713,3.40000,"0"
-2.64022,-44.32353,6.20000,"0"
-2.64022,-44.31993,13.80000,"0"
-2.64022,-44.31634,9.90000,"0"
-2.64022,-44.31274,10.40000,"0"
-2.64022,-44.30914,6.60000,"0"
-2.64022,-44.30554,8.20000,"0"
-2.64022,-44.30195,8.90000,"0"
-2.64022,-44.29835,5.70000,"0"
-2.64022,-44.29475,8.60000,"0"
-2.64022,-44.29115,13.20000,"0"
-2.64022,-44.28756,6.00000,"0"
-2.64022,-44.28396,9.80000,"0"
-2.64022,-44.28036,12.30000,"0"
-2.64022,-44.27676,11.90000,"0"
-2.64022,-44.27317,9.60000,"0"
-2.64022,-44.26957,9.30000,"0"
-2.64022,-44.26597,16.20000,"0"
-2.64022,-44.26237,15.50000,"0"
-2.64022,-44.25878,14.50000,"0"
-2.64022,-44.25518,20.10000,"5"
-2.64022,-44.25158,20.90000,"5"
-2.64022,-44.24799,20.90000,"0"
-2.64022,-44.24439,18.50000,"5"
-2.64022,-44.24079,28.10000,"5"
-2.64022,-44.23719,28.00000,"5"
-2.64022,-44.23360,40.80000,"5"
-2.64022,-44.23000,39.70000,"5"
-2.64022,-44.22640,22.00000,"0"
-2.64022,-44.22281,28.10000,"0"
-2.64022,-44.21921,27.60000,"5"
-2.64022,-44.21561,30.30000,"5"
-2.64022,-44.21201,23.70000,"5"
-2.64022,-44.20842,27.60000,"5"
-2.64022,-44.20482,19.70000,"0"
-2.64022,-44.20122,13.80000,"0"
-2.64022,-44.19762,15.30000,"0"
-2.64022,-44.19402,21.30000,"5"
-2.64022,-44.19042,16.80000,"0"
-2.64022,-44.18683,11.10000,"0"
-2.64022,-44.18323,8.20000,"0"
-2.64381,-44.36670,7.50000,"0"
-2.64381,-44.36311,7.00000,"0"
-2.64381,-44.35591,6.20000,"0"
-2.64381,-44.35231,14.90000,"0"
-2.64381,-44.34871,8.50000,"3"
-2.64381,-44.34512,8.40000,"0"
-2.64381,-44.34151,6.60000,"0"
-2.64381,-44.33792,8.20000,"3"
-2.64381,-44.33433,8.30000,"3"
-2.64381,-44.33073,7.60000,"0"
-2.64381,-44.32713,2.10000,"0"
-2.64381,-44.32353,10.60000,"0"
-2.64381,-44.31993,11.40000,"0"
-2.64381,-44.31634,8.50000,"0"
-2.64381,-44.31274,9.40000,"0"
-2.64381,-44.30914,10.70000,"0"
-2.64381,-44.30555,13.60000,"0"
-2.64381,-44.30195,10.00000,"0"
-2.64381,-44.29835,9.50000,"0"
-2.64381,-44.29475,7.40000,"0"
-2.64381,-44.29115,14.80000,"0"
-2.64381,-44.28756,10.70000,"0"
-2.64381,-44.28395,10.70000,"0"
-2.64381,-44.28036,10.70000,"0"
-2.64381,-44.27676,12.30000,"0"
-2.64381,-44.27317,12.10000,"0"
-2.64381,-44.26957,15.10000,"0"
-2.64381,-44.26597,8.30000,"0"
-2.64381,-44.26237,14.70000,"0"
-2.64381,-44.25878,12.70000,"0"
-2.64381,-44.25518,14.10000,"0"
-2.64381,-44.25158,13.30000,"0"
-2.64381,-44.24799,17.90000,"0"
-2.64381,-44.24438,27.50000,"5"
-2.64381,-44.24079,25.10000,"5"
-2.64381,-44.23719,26.10000,"5"
-2.64381,-44.23359,27.10000,"0"
-2.64381,-44.23000,46.50000,"5"
-2.64381,-44.22640,33.20000,"5"
-2.64381,-44.22280,27.40000,"0"
-2.64381,-44.21920,33.70000,"5"
-2.64381,-44.21561,34.30000,"5"
-2.64381,-44.21201,25.20000,"5"
-2.64381,-44.20841,22.70000,"0"
-2.64381,-44.20482,14.30000,"5"
-2.64381,-44.20122,14.20000,"0"
-2.64381,-44.19762,12.70000,"0"
-2.64381,-44.19402,11.40000,"0"
-2.64381,-44.19043,11.50000,"0"
-2.64381,-44.18683,13.30000,"0"
-2.64381,-44.18323,6.10000,"0"
-2.64381,-44.17963,2.80000,"0"
-2.64741,-44.36670,7.10000,"0"
-2.64741,-44.36311,6.50000,"0"
-2.64741,-44.35591,5.90000,"0"
-2.64741,-44.35231,8.00000,"0"
-2.64741,-44.34872,11.60000,"0"
-2.64741,-44.34512,8.70000,"3"
-2.64741,-44.34152,14.90000,"0"
-2.64741,-44.33792,9.20000,"3"
-2.64741,-44.33432,14.70000,"0"
